num_people_enrolled,total_class_size,class_number,term,professor
40,17,COMP 412 001,FALL2007,"Cooper, Keith D."
40,2,COMP 425 001,FALL2007,"Varman, Peter J."
30,21,COMP 440 001,FALL2007,"Subramanian, Devika"
10,0,COMP 446 001,FALL2007,"Cutler, Scott E."
20,8,COMP 450 001,FALL2007,"Kavraki, Lydia E."
40,22,COMP 482 001,FALL2007,"Greiner, John D."
100,0,COMP 485 001,FALL2007,"Mawlawi, Osama"
50Instructor Permission Required,4,COMP 490 001,FALL2007,
0 (permission required) Instructor Permission Required,4,COMP 491 001,FALL2007,
0 (permission required) Instructor Permission Required,0,COMP 492 001,FALL2007,
30,2,COMP 495 001,FALL2007,"Subramanian, DevikaStein, Robert M.Duenas Osorio, Leonardo A."
35,3,COMP 498 001,FALL2007,"Platt, Robert"
0 (permission required) ,0,COMP 511 001,FALL2007,
0 (permission required) ,0,COMP 517 001,FALL2007,
25,4,COMP 520 001,FALL2007,"Cox, Alan L."
0 (permission required) ,0,COMP 521 001,FALL2007,"Cox, Alan L."
25,3,COMP 522 001,FALL2007,"Mellor-Crummey, John M."
0 (permission required) ,0,COMP 523 001,FALL2007,
25,2,COMP 524 001,FALL2007,"Johnson, David B."
0 (permission required) ,0,COMP 526 001,FALL2007,
100,2,COMP 529 001,FALL2007,"Ng, Tze Sing E."
10,0,COMP 538 001,FALL2007,"Koushanfar, Farinaz"
0 (permission required) ,0,COMP 559 001,FALL2007,
0 (permission required) ,0,COMP 583 001,FALL2007,
0 (permission required) Instructor Permission Required,0,COMP 590 001,FALL2007,
60,52,COMP 600 001,FALL2007,"Greiner, John D."
0 (permission required) ,0,COMP 602 001,FALL2007,
15Instructor Permission Required,7,COMP 607 001,FALL2007,"Vardi, Moshe Y."
0 (permission required) ,0,COMP 610 001,FALL2007,
0 (permission required) ,0,COMP 613 001,FALL2007,
10,0,COMP 615 001,FALL2007,
15Instructor Permission Required,6,COMP 617 001,FALL2007,"Taha, Walid M."
15Instructor Permission Required,9,COMP 620 001,FALL2007,"Ng, Tze Sing E."
0 (permission required) ,0,COMP 625 001,FALL2007,
0 (permission required) ,0,COMP 629 001,FALL2007,
0 (permission required) Instructor Permission Required,0,COMP 630 001,FALL2007,
25,12,COMP 635 001,FALL2007,"Sarkar, Vivek"
0 (permission required) Instructor Permission Required,0,COMP 640 001,FALL2007,
0 (permission required) Instructor Permission Required,0,COMP 650 001,FALL2007,
0 (permission required) Instructor Permission Required,0,COMP 661 001,FALL2007,
25,0,COMP 685 001,FALL2007,
50,37,COMP 690 001,FALL2007,
20,17,COMP 800 001,FALL2007,
35,30,COMP 100 001,FALL2008,"Nguyen, Dung X."
40,37,COMP 140 001,FALL2008,"Subramanian, DevikaWong, Stephen B."
30,15,COMP 160 001,FALL2008,"Warren, Joe D."
25,7,COMP 162 001,FALL2008,"Statz, JeremyWarren, Joe D."
20,16,COMP 200 001,FALL2008,"Nguyen, Dung X."
20,6,COMP 202 001,FALL2008,"Wong, Stephen B.Ricken, Mathias G."
50,22,COMP 221 001,FALL2008,"Rixner, Scott"
0 (permission required) Instructor Permission Required,3,COMP 290 001,FALL2008,
60,34,COMP 301 001,FALL2008,"Vardi, Moshe Y.Bronk, Robert C.Heath, Allison ParkFogarty, Seth J."
40,16,COMP 311 001,FALL2008,"Cartwright, Robert S."
60,5,COMP 326 001,FALL2008,"Mohanram, Kartik"
30,13,COMP 360 001,FALL2008,"Goldman, Ronald N."
0 (permission required) Instructor Permission Required,0,COMP 390 001,FALL2008,
20,6,COMP 407 001,FALL2008,"Kupferman, OrnaVardi, Moshe Y."
20,6,COMP 410 001,FALL2008,"Wong, Stephen B."
40,16,COMP 412 001,FALL2008,"Harvey, Timothy J."
40,1,COMP 425 001,FALL2008,"Varman, Peter J."
20,6,COMP 435 001,FALL2008,"Wallach, Dan S.Stein, Robert M.Byrne, Michael D."
10,4,COMP 446 001,FALL2008,"Cutler, Scott E."
50,16,COMP 450 001,FALL2008,"Kavraki, Lydia E."
40,16,COMP 482 001,FALL2008,"Greiner, John D."
30,0,COMP 485 001,FALL2008,"Mawlawi, Osama"
0 (permission required) Instructor Permission Required,5,COMP 490 001,FALL2008,
0 (permission required) Instructor Permission Required,5,COMP 491 001,FALL2008,
0 (permission required) Instructor Permission Required,0,COMP 492 001,FALL2008,
50,0,COMP 495 001,FALL2008,"Duenas Osorio, Leonardo A."
20,7,COMP 521 001,FALL2008,"Cox, Alan L."
25,3,COMP 522 001,FALL2008,"Mellor-Crummey, John M."
25,2,COMP 524 001,FALL2008,"Johnson, David B."
20,12,COMP 527 001,FALL2008,"Wallach, Dan S."
25,4,COMP 529 001,FALL2008,"Ng, Tze Sing E."
30,20,COMP 571 001,FALL2008,"Nakhleh, Luay"
0 (permission required) Instructor Permission Required,6,COMP 590 001,FALL2008,
60,45,COMP 600 001,FALL2008,"Greiner, John D."
20,0,COMP 610 001,FALL2008,
20,0,COMP 612 001,FALL2008,
20,0,COMP 613 001,FALL2008,
20Instructor Permission Required,5,COMP 617 001,FALL2008,"Taha, Walid M."
15,14,COMP 620 001,FALL2008,"Ng, Tze Sing E."
20,0,COMP 625 001,FALL2008,
20,0,COMP 629 001,FALL2008,
0 (permission required) Instructor Permission Required,0,COMP 640 001,FALL2008,
0 (permission required) Instructor Permission Required,0,COMP 650 001,FALL2008,
0 (permission required) Instructor Permission Required,0,COMP 661 001,FALL2008,
50,21,COMP 690 001,FALL2008,
80,29,COMP 800 001,FALL2008,"Greiner, John D."
35,33,COMP 100 001,FALL2009,"Nguyen, Dung X."
70,33,COMP 140 A01,FALL2009,"Subramanian, DevikaRixner, Scott"
70,16,COMP 140 A02,FALL2009,"Subramanian, DevikaRixner, Scott"
30,23,COMP 160 001,FALL2009,"Warren, Joe D.Greiner, John D."
25,26,COMP 162 001,FALL2009,"Statz, JeremyWarren, Joe D."
20,17,COMP 200 001,FALL2009,"Nguyen, Dung X."
50,46,COMP 221 001,FALL2009,"Cox, Alan L."
0 (permission required) Instructor Permission Required,2,COMP 290 001,FALL2009,
60,26,COMP 301 001,FALL2009,"Bronk, Robert C."
40,18,COMP 311 001,FALL2009,"Cartwright, Robert S."
20,5,COMP 322 001,FALL2009,"Sarkar, Vivek"
73,4,COMP 326 001,FALL2009,"Mohanram, Kartik"
30,6,COMP 360 001,FALL2009,"Goldman, Ronald N."
20,4,COMP 370 001,FALL2009,"Putnam, Nicholas H."
20,8,COMP 410 001,FALL2009,"Wong, Stephen B."
40,27,COMP 412 001,FALL2009,"Cooper, Keith D."
20,0,COMP 424 001,FALL2009,"Zhong, Lin"
40,10,COMP 425 001,FALL2009,"Varman, Peter J."
16,4,COMP 446 001,FALL2009,"Cutler, Scott E."
50,8,COMP 450 001,FALL2009,"Kavraki, Lydia E."
73,31,COMP 482 001,FALL2009,"Jermaine, Christopher M."
30,1,COMP 485 001,FALL2009,"Mawlawi, Osama"
0 (permission required) Instructor Permission Required,1,COMP 490 001,FALL2009,
0 (permission required) Instructor Permission Required,2,COMP 491 001,FALL2009,
25,2,COMP 495 001,FALL2009,"Stein, Robert M."
25,7,COMP 522 001,FALL2009,"Mellor-Crummey, John M."
25,4,COMP 524 001,FALL2009,"Johnson, David B."
20,15,COMP 527 001,FALL2009,"Wallach, Dan S."
25,3,COMP 529 001,FALL2009,"Ng, Tze Sing E."
20,8,COMP 572 001,FALL2009,"Nakhleh, Luay"
20,6,COMP 590 001,FALL2009,
60,57,COMP 600 001,FALL2009,"Greiner, John D."
20,0,COMP 602 001,FALL2009,"Merenyi, Erzsebet"
0 (permission required) Instructor Permission Required,5,COMP 617 001,FALL2009,"Taha, Walid M."
25,21,COMP 620 001,FALL2009,"Ng, Tze Sing E."
50,19,COMP 690 001,FALL2009,
14,1,COMP 693 001,FALL2009,"Rixner, ScottBrogioli, Michael"
80,32,COMP 800 001,FALL2009,
42,40,COMP 100 001,FALL2010,"Greiner, John D."
0 (permission required) ,29,COMP 140 A01,FALL2010,"Subramanian, Devika"
0 (permission required) ,30,COMP 140 A02,FALL2010,"Subramanian, Devika"
0 (permission required) ,29,COMP 140 A03,FALL2010,"Subramanian, Devika"
30,13,COMP 160 001,FALL2010,"Warren, Joe D."
25,9,COMP 162 001,FALL2010,"Statz, Jeremy"
21,15,COMP 200 001,FALL2010,"Greiner, John D."
20,1,COMP 221 001,FALL2010,"Cox, Alan L.Ng, Tze Sing E."
20,16,COMP 221 002,FALL2010,"Cox, Alan L.Ng, Tze Sing E."
25,2,COMP 281 001,FALL2010,"Palem, Krishna V."
0 (permission required) Instructor Permission Required,0,COMP 290 001,FALL2010,
50,34,COMP 310 001,FALL2010,"Wong, Stephen B.Rixner, Scott"
40,9,COMP 311 001,FALL2010,"Cartwright, Robert S."
73,3,COMP 326 001,FALL2010,"Fletcher, Katherine E."
30,4,COMP 360 001,FALL2010,"Goldman, Ronald N."
20,2,COMP 370 001,FALL2010,"Putnam, Nicholas H."
20,4,COMP 410 001,FALL2010,"Wong, Stephen B."
40,28,COMP 412 001,FALL2010,"Cooper, Keith D."
20,2,COMP 424 001,FALL2010,"Zhong, Lin"
40,5,COMP 425 001,FALL2010,"Varman, Peter J."
16,10,COMP 446 001,FALL2010,"Cutler, Scott E."
50,20,COMP 450 001,FALL2010,"Kavraki, Lydia E."
70,33,COMP 482 001,FALL2010,"Jermaine, Christopher M."
30,0,COMP 485 001,FALL2010,"Mawlawi, Osama"
0 (permission required) Instructor Permission Required,6,COMP 490 001,FALL2010,
0 (permission required) Instructor Permission Required,1,COMP 491 001,FALL2010,
30,12,COMP 522 001,FALL2010,"Mellor-Crummey, John M."
25,6,COMP 524 001,FALL2010,"Johnson, David B."
20,19,COMP 527 001,FALL2010,"Wallach, Dan S."
20,0,COMP 560 001,FALL2010,"Goldman, Ronald N."
25,21,COMP 571 001,FALL2010,"Nakhleh, Luay"
20,12,COMP 590 001,FALL2010,
70,52,COMP 600 001,FALL2010,"Greiner, John D."
20,1,COMP 602 001,FALL2010,"Merenyi, Erzsebet"
25,12,COMP 620 001,FALL2010,"Cox, Alan L."
50,11,COMP 690 001,FALL2010,
80,34,COMP 800 001,FALL2010,
42,30,COMP 100 001,FALL2011,"Greiner, John D."
0 (permission required) ,42,COMP 140 A01,FALL2011,"Subramanian, Devika"
0 (permission required) ,31,COMP 140 A02,FALL2011,"Subramanian, Devika"
0 (permission required) ,36,COMP 140 A03,FALL2011,"Subramanian, Devika"
29,24,COMP 160 001,FALL2011,"Warren, Joe D."
25,11,COMP 162 001,FALL2011,"Statz, Jeremy"
60,58,COMP 215 001,FALL2011,"Jermaine, Christopher M.Rixner, Scott"
0 (permission required) Instructor Permission Required,6,COMP 290 001,FALL2011,
50,21,COMP 310 001,FALL2011,"Wong, Stephen B."
73,2,COMP 326 001,FALL2011,"Koushanfar, Farinaz"
29,4,COMP 360 001,FALL2011,"Goldman, Ronald N."
19,8,COMP 370 001,FALL2011,"Putnam, Nicholas H."
0 (permission required) Instructor Permission Required,4,COMP 390 001,FALL2011,
19,17,COMP 410 001,FALL2011,"Wong, Stephen B."
35,17,COMP 411 001,FALL2011,"Cartwright, Robert S.Chaudhuri, Swarat"
40,26,COMP 412 001,FALL2011,"Cooper, Keith D."
24,1,COMP 424 001,FALL2011,"Zhong, Lin"
40,12,COMP 425 001,FALL2011,"Simar, Ray"
16,10,COMP 446 001,FALL2011,"Cutler, Scott E."
50,16,COMP 450 001,FALL2011,"Moll, Mark"
70,51,COMP 482 001,FALL2011,"Greiner, John D."
40,6,COMP 485 001,FALL2011,"Mawlawi, Osama"
0 (permission required) Instructor Permission Required,3,COMP 490 001,FALL2011,
0 (permission required) Instructor Permission Required,3,COMP 491 001,FALL2011,
19,10,COMP 515 001,FALL2011,"Sarkar, Vivek"
19,4,COMP 520 001,FALL2011,"Cox, Alan L."
29,2,COMP 522 001,FALL2011,"Mellor-Crummey, John M."
25,2,COMP 524 001,FALL2011,"Johnson, David B."
19,8,COMP 527 001,FALL2011,"Wallach, Dan S."
10,4,COMP 560 001,FALL2011,"Goldman, Ronald N."
29,16,COMP 572 001,FALL2011,"Nakhleh, Luay"
19,5,COMP 590 001,FALL2011,
70,52,COMP 600 001,FALL2011,"Greiner, John D."
10Instructor Permission Required,3,COMP 607 001,FALL2011,"Vardi, Moshe Y."
19,4,COMP 651 001,FALL2011,"McLurkin, James"
50,9,COMP 690 001,FALL2011,
15,0,COMP 693 001,FALL2011,"Cavallaro, JosephBrogioli, Michael"
80,41,COMP 800 001,FALL2011,
42,32,COMP 100 001,FALL2012,"Greiner, John D."
40,28,COMP 140 A01,FALL2012,"Subramanian, Devika"
40,31,COMP 140 A02,FALL2012,"Subramanian, Devika"
40,33,COMP 140 A03,FALL2012,"Subramanian, Devika"
40,22,COMP 160 001,FALL2012,"Warren, Joe D.Greiner, John D.Rixner, Scott"
25,20,COMP 162 001,FALL2012,"Statz, Jeremy"
85,75,COMP 215 001,FALL2012,"Jermaine, Christopher M."
0 (permission required) Instructor Permission Required,0,COMP 290 001,FALL2012,
70,14,COMP 310 001,FALL2012,"Wong, Stephen B."
70,24,COMP 310 002,FALL2012,"Wong, Stephen B."
70,12,COMP 310 003,FALL2012,"Wong, Stephen B."
73,3,COMP 326 001,FALL2012,"Varman, Peter J."
29,4,COMP 360 001,FALL2012,"Goldman, Ronald N."
30,14,COMP 370 001,FALL2012,"Havlak, Paul H."
0 (permission required) Instructor Permission Required,6,COMP 390 001,FALL2012,
40,15,COMP 409 001,FALL2012,"Vardi, Moshe Y."
24,14,COMP 410 001,FALL2012,"Wong, Stephen B."
35,8,COMP 411 001,FALL2012,"Cartwright, Robert S."
70,63,COMP 412 001,FALL2012,"Cooper, Keith D."
120,29,COMP 425 001,FALL2012,"Simar, Ray"
30,6,COMP 435 001,FALL2012,"Byrne, Michael D.Stein, Robert M."
0 (permission required) Instructor Permission Required,14,COMP 446 002,FALL2012,"Cutler, Scott E."
50,22,COMP 450 001,FALL2012,"Kavraki, Lydia E."
50,25,COMP 481 001,FALL2012,"Goldman, Ronald N."
40,0,COMP 485 002,FALL2012,"Mawlawi, Osama"
0 (permission required) Instructor Permission Required,12,COMP 490 001,FALL2012,
0 (permission required) Instructor Permission Required,1,COMP 491 001,FALL2012,
19,10,COMP 507 001,FALL2012,"Chaudhuri, Swarat"
30,20,COMP 520 001,FALL2012,"Cox, Alan L."
29,10,COMP 522 001,FALL2012,"Mellor-Crummey, John M."
25,5,COMP 524 001,FALL2012,"Johnson, David B."
30,20,COMP 527 001,FALL2012,"Wallach, Dan S."
19,9,COMP 529 001,FALL2012,"Ng, Tze Sing E."
20,15,COMP 560 001,FALL2012,"Goldman, Ronald N."
19,8,COMP 590 001,FALL2012,
70,62,COMP 600 001,FALL2012,"Greiner, John D."
70,5,COMP 601 001,FALL2012,"McLurkin, James"
19,0,COMP 602 001,FALL2012,"Merenyi, Erzsebet"
0 (permission required) Instructor Permission Required,0,COMP 607 001,FALL2012,"Vardi, Moshe Y.Chaudhuri, Swarat"
19,3,COMP 651 001,FALL2012,"McLurkin, James"
50,5,COMP 690 001,FALL2012,
15,0,COMP 693 002,FALL2012,"Cavallaro, JosephBrogioli, Michael"
80,42,COMP 800 001,FALL2012,
42,40,COMP 100 001,FALL2013,"Greiner, John D."
1,69 (Reserved + All Others) ,COMP 140 001,FALL2013,"Rixner, Scott"
1,60 (Reserved + All Others) ,COMP 140 002,FALL2013,"Rixner, Scott"
30,43,COMP 160 001,FALL2013,"Warren, Joe D."
19,6,COMP 162 001,FALL2013,"Roeske, Howard W."
85,78,COMP 215 001,FALL2013,"Jermaine, Christopher M."
0 (permission required) Instructor Permission Required,0,COMP 290 001,FALL2013,
70,38,COMP 310 001,FALL2013,"Wong, Stephen B."
70,22,COMP 310 002,FALL2013,"Wong, Stephen B."
73,9,COMP 326 001,FALL2013,"Varman, Peter J."
29,7,COMP 360 001,FALL2013,"Goldman, Ronald N."
30,14,COMP 370 001,FALL2013,"Havlak, Paul H."
0 (permission required) Instructor Permission Required,6,COMP 390 001,FALL2013,
40,6,COMP 409 001,FALL2013,"Vardi, Moshe Y."
24,11,COMP 410 001,FALL2013,"Wong, Stephen B."
110,63,COMP 412 001,FALL2013,"Cooper, Keith D."
0 (permission required) Instructor Permission Required,9,COMP 413 001,FALL2013,"Cox, Alan L."
24,2,COMP 424 001,FALL2013,"Zhong, Lin"
120,41,COMP 425 001,FALL2013,"Simar, Ray"
70,56,COMP 429 001,FALL2013,"Ng, Tze Sing E."
39,29,COMP 440 001,FALL2013,"Subramanian, Devika"
0 (permission required) ,13,COMP 446 002,FALL2013,"Cutler, Scott E."
50,24,COMP 450 001,FALL2013,"Kavraki, Lydia E."
50,28,COMP 481 001,FALL2013,"Goldman, Ronald N."
40,1,COMP 485 002,FALL2013,"Mawlawi, Osama"
0 (permission required) Instructor Permission Required,6,COMP 490 001,FALL2013,
0 (permission required) Instructor Permission Required,1,COMP 490 002,FALL2013,"Bronk, Robert C."
0 (permission required) Department Permission Required,4,COMP 491 001,FALL2013,
30,7,COMP 507 001,FALL2013,"Chaudhuri, Swarat"
40,34,COMP 510 001,FALL2013,"Wong, Stephen B."
30,5,COMP 515 001,FALL2013,"Sarkar, VivekPalem, Krishna V."
30,11,COMP 522 001,FALL2013,"Mellor-Crummey, John M."
30,10,COMP 524 001,FALL2013,"Johnson, David B."
30,12,COMP 527 001,FALL2013,"Wallach, Dan S."
10,8,COMP 560 001,FALL2013,"Goldman, Ronald N."
30,13,COMP 572 001,FALL2013,"Nakhleh, Luay"
0 (permission required) Instructor Permission Required,12,COMP 590 001,FALL2013,
75,80,COMP 600 001,FALL2013,"Greiner, John D."
19,3,COMP 651 001,FALL2013,"McLurkin, James"
50,8,COMP 690 001,FALL2013,
80,44,COMP 800 001,FALL2013,
42,35,COMP 100 001,FALL2014,"Greiner, John D."
1,66 (Reserved + All Others) ,COMP 140 001,FALL2014,"Rixner, Scott"
1,63 (Reserved + All Others) ,COMP 140 002,FALL2014,"Rixner, Scott"
1,62 (Reserved + All Others) ,COMP 140 003,FALL2014,"Rixner, Scott"
40,18,COMP 160 001,FALL2014,"Warren, Joe D."
19,20,COMP 162 001,FALL2014,"Roeske, Howard W."
100,112,COMP 215 001,FALL2014,"Jermaine, Christopher M.Wallach, Dan S."
0 (permission required) Instructor Permission Required,0,COMP 290 001,FALL2014,
34,31,COMP 310 001,FALL2014,"Wong, Stephen B."
36,35,COMP 310 002,FALL2014,"Wong, Stephen B."
73,4,COMP 326 001,FALL2014,"Varman, Peter J."
49,46,COMP 382 001,FALL2014,"Chaudhuri, Swarat"
0 (permission required) Instructor Permission Required,4,COMP 390 001,FALL2014,"Sarkar, Vivek"
19,15,COMP 402 001,FALL2014,"Cartwright, Robert S."
50,30,COMP 404 001,FALL2014,"Wong, Stephen B."
40,4,COMP 409 001,FALL2014,"Vardi, Moshe Y."
110,61,COMP 412 001,FALL2014,"Cooper, Keith D.Torczon, Linda M."
15,7,COMP 413 001,FALL2014,"Cox, Alan L."
24,5,COMP 424 001,FALL2014,"Zhong, Lin"
49,25,COMP 425 001,FALL2014,"Simar, Ray"
49,30,COMP 425 002,FALL2014,"Simar, Ray"
70,56,COMP 429 001,FALL2014,"Ng, Tze Sing E."
44,15,COMP 435 001,FALL2014,"Byrne, Michael D.Stein, Robert M.Wallach, Dan S."
39,32,COMP 440 001,FALL2014,"Subramanian, Devika"
0 (permission required) ,14,COMP 446 002,FALL2014,"Cutler, Scott E."
50,37,COMP 450 001,FALL2014,"Kavraki, Lydia E."
76,52,COMP 482 001,FALL2014,"Palem, Krishna V.Fagan, Michael W."
40,0,COMP 485 002,FALL2014,"Mawlawi, Osama"
0 (permission required) Instructor Permission Required,4,COMP 490 001,FALL2014,"Sarkar, Vivek"
0 (permission required) Department Permission Required,0,COMP 491 001,FALL2014,
40,19,COMP 509 001,FALL2014,"Vardi, Moshe Y."
0 (permission required) Instructor Permission Required,1,COMP 512 001,FALL2014,"Cooper, Keith D."
30,7,COMP 522 001,FALL2014,"Mellor-Crummey, John M."
